Income,Expenses,Savings,Loan Amount,Credit Score,Investments,Age,Employment Status,Marital Status,Dependents
4059,7782,16,7461,709,17403,27,Retired,Single,1
4922,1642,4670,12821,587,18416,28,Employed,Single,4
14991,7501,1802,19870,824,42784,24,Employed,Married,3
9101,8152,2623,13410,700,47715,30,Unemployed,Married,2
7592,6081,129,19133,516,20658,58,Unemployed,Single,1
9349,6587,1473,1405,769,12853,61,Retired,Single,3
5473,2960,949,11179,326,29369,19,Retired,Married,4
11108,5387,3996,3575,721,48121,47,Employed,Single,3
11096,9984,1068,2727,313,1747,39,Unemployed,Single,1
13043,2337,4311,6487,800,44326,18,Unemployed,Married,1
14733,7346,1623,14760,624,49839,44,Unemployed,Single,4
9748,9963,2895,6291,623,40772,24,Unemployed,Married,4
7549,3869,2736,2501,584,18351,18,Retired,Single,3
3594,4674,2312,17321,388,49409,42,Retired,Single,3
8452,7485,1946,10272,344,4547,65,Employed,Married,1
3506,2382,616,1755,797,33711,21,Unemployed,Married,4
7889,4671,1869,3390,797,30011,47,Retired,Married,0
10637,3540,300,5816,444,20182,25,Unemployed,Married,4
11212,8232,984,17600,817,36783,66,Employed,Married,2
4399,7872,3691,17587,381,3023,38,Unemployed,Married,2
6201,7485,4501,1890,466,9592,68,Retired,Single,4
10854,9062,3426,11223,404,32109,21,Retired,Single,3
9763,7400,160,13829,787,21816,21,Employed,Married,2
13653,9465,25,7688,609,27499,25,Employed,Single,1
10962,6816,82,6500,381,26944,59,Unemployed,Single,1
8190,9965,172,6716,393,33262,43,Unemployed,Married,1
8681,2089,998,3746,620,44280,46,Retired,Single,4
6678,6563,3141,18579,642,37092,33,Retired,Married,2
3336,5133,2882,13014,660,19261,36,Retired,Married,3
4667,3490,4101,15675,365,44647,18,Employed,Married,1
14768,8015,2843,9193,728,37443,54,Employed,Married,3
3909,2758,4620,3629,700,24345,51,Employed,Married,1
11467,4366,2110,7766,470,11111,46,Unemployed,Married,4
12083,5238,3084,6147,367,17389,44,Employed,Married,1
11204,2071,2045,15113,791,39301,65,Unemployed,Married,4
8122,5722,760,14442,333,10713,62,Unemployed,Single,2
11153,2137,204,14410,300,38943,47,Unemployed,Married,2
14217,9732,4992,1063,450,37646,23,Employed,Single,3
3973,6382,3102,8830,557,20853,53,Retired,Married,1
7270,5892,2035,10934,318,10013,56,Employed,Single,2
4408,5172,1552,9334,334,4093,19,Employed,Married,0
13135,8757,4972,10312,670,48544,59,Employed,Married,0
5288,6211,824,3275,790,12304,31,Unemployed,Single,3
11738,7143,2956,976,540,33521,25,Retired,Single,2
4218,1659,3748,12383,306,27881,20,Employed,Married,4
4420,7438,2445,11406,848,41386,52,Employed,Married,0
12646,2080,3896,11739,670,31767,44,Unemployed,Single,2
6377,9911,838,4069,549,41745,51,Employed,Married,4
10501,9086,4695,15604,414,36318,45,Employed,Single,1
13964,5974,3683,14612,636,34993,48,Unemployed,Married,2
7098,8573,1961,16334,441,17011,34,Employed,Married,1
5738,6559,937,6402,784,28132,36,Retired,Single,0
10619,5828,2931,12333,737,42613,59,Unemployed,Married,1
14939,2894,424,345,387,41221,61,Retired,Married,0
4842,2421,3310,4942,762,10531,28,Employed,Married,3
11938,4273,3051,19326,347,5556,26,Unemployed,Single,3
5816,5962,2905,17460,780,3717,47,Unemployed,Married,0
12063,6076,2137,9363,823,37160,62,Employed,Single,4
3494,4934,4046,3770,510,25538,23,Retired,Single,3
9560,8233,3210,11353,543,47254,31,Employed,Single,4
8510,3365,2694,8424,538,43022,48,Unemployed,Single,4
6444,2224,3595,11990,496,39890,28,Unemployed,Married,4
12267,2211,1267,8048,534,44492,22,Unemployed,Single,2
10543,9210,3576,12099,486,10800,48,Employed,Single,2
10562,6580,421,11891,589,40407,19,Employed,Married,4
6994,1890,3266,15573,520,24402,56,Employed,Married,0
10253,5987,1657,16834,796,28224,34,Retired,Single,3
3045,9616,2100,9554,795,47213,55,Retired,Single,1
14248,8247,3939,350,601,5750,63,Retired,Married,2
5057,7566,684,9500,486,14820,53,Unemployed,Married,2
3663,5994,2226,4004,749,36422,20,Retired,Married,1
7668,5072,4388,11117,711,36837,60,Unemployed,Single,4
5029,9269,2422,16628,544,19347,46,Retired,Single,1
8717,3811,1077,13015,612,21978,50,Retired,Single,4
5696,8273,3985,4734,795,14713,31,Unemployed,Married,2
11831,8405,3840,12871,321,41431,55,Employed,Single,1
5663,5142,3316,15162,367,32207,46,Retired,Single,0
5745,7838,2843,16824,691,7303,40,Unemployed,Married,3
8004,4109,3439,11737,615,7142,34,Employed,Single,3
9321,7740,4111,9659,364,43436,66,Employed,Married,3
8125,9306,4271,16795,840,4755,28,Employed,Married,1
7948,2257,1903,813,511,49197,45,Unemployed,Married,4
7402,6586,4224,18114,499,1830,24,Retired,Married,2
13787,7720,3294,6643,477,47393,62,Retired,Single,3
6427,7102,4979,13269,722,40342,57,Retired,Single,1
8912,7621,425,18358,761,14693,25,Employed,Married,3
3394,4225,2401,549,343,7121,58,Retired,Single,4
6597,4868,749,14452,730,29304,46,Unemployed,Single,0
13524,4997,4839,18321,467,49294,42,Retired,Married,0
3329,9674,4574,203,586,23458,24,Retired,Single,2
13289,7142,43,15718,636,35110,39,Retired,Married,0
3772,6266,1559,3588,470,44124,26,Retired,Single,0
11135,6133,4194,2536,482,44704,28,Unemployed,Single,1
4645,3321,3468,8298,315,25063,51,Retired,Married,1
12924,2685,3951,2701,795,46258,44,Employed,Married,2
4787,3137,4266,12089,409,35612,67,Retired,Married,2
12815,8736,147,10411,605,47017,39,Employed,Single,1
3999,9880,2170,7825,305,31545,20,Employed,Single,0
4848,3246,111,5974,572,24227,67,Employed,Single,4
4561,7297,4163,4090,660,1200,65,Unemployed,Married,0
3773,9589,827,10559,484,17899,57,Employed,Single,0
10311,4120,1752,9252,399,6871,25,Employed,Married,4
8179,9097,2939,2546,389,47285,23,Retired,Married,2
4803,9502,3728,3736,545,22834,42,Unemployed,Married,1
12290,7607,3616,14600,538,32325,19,Unemployed,Single,2
5050,4293,3723,1672,380,22223,33,Unemployed,Married,2
12790,4000,2277,401,414,30546,58,Employed,Single,2
3747,9861,159,15322,575,23874,68,Employed,Married,1
11125,6425,3365,11191,379,27972,38,Employed,Married,2
8860,2580,2233,4313,478,4696,32,Retired,Single,2
6973,6364,1013,14665,608,43235,51,Employed,Married,3
13514,5953,4972,11644,808,24385,64,Unemployed,Single,0
12745,3748,551,11826,559,19013,60,Retired,Married,3
4615,2825,1175,16471,591,21402,37,Retired,Single,1
6754,5373,1163,16303,590,38257,61,Unemployed,Married,4
13494,3188,1308,6279,841,3016,48,Employed,Married,4
8506,4485,1492,18589,362,42126,32,Retired,Married,3
7221,3576,1241,2967,704,34743,65,Unemployed,Single,3
14847,2961,4531,4250,779,21931,45,Employed,Married,3
14587,1572,4827,19918,624,41073,23,Retired,Married,0
8291,7530,1777,3238,680,18243,20,Retired,Single,1
8854,6111,59,8513,609,21328,55,Retired,Single,2
3216,4296,1633,2738,642,1209,40,Retired,Single,3
14508,9217,2451,4936,774,46823,20,Retired,Single,0
4359,6016,335,1836,355,10800,62,Employed,Married,4
6774,3993,830,18943,724,1213,61,Unemployed,Married,4
8417,5731,1592,1568,441,23281,25,Retired,Married,4
7927,5076,4380,10514,675,29007,19,Unemployed,Married,3
7429,9600,959,14047,525,39550,24,Unemployed,Married,4
7606,7228,4166,4720,773,41170,34,Unemployed,Single,4
7478,1532,1121,7957,324,26548,24,Employed,Married,4
4896,5873,2223,11155,664,29375,50,Unemployed,Single,2
10366,5098,3816,8544,394,1303,53,Unemployed,Married,4
7427,3892,4979,6525,807,27411,64,Unemployed,Married,0
8361,8205,1098,16083,475,25558,21,Retired,Single,3
12091,8290,142,7935,707,21431,61,Retired,Single,2
3641,4177,2978,6737,789,7951,33,Unemployed,Married,2
8346,2901,1046,2540,758,12653,38,Employed,Married,3
7729,2317,1068,17218,712,35935,35,Retired,Married,4
6627,7703,4187,19708,637,6959,63,Retired,Single,4
9594,6062,3340,17013,630,19017,63,Unemployed,Married,1
11387,6223,4773,2986,512,32953,45,Unemployed,Single,4
13085,3938,3435,14958,644,36242,60,Employed,Single,0
6275,8328,3779,6485,846,14855,33,Retired,Single,4
7050,2710,4477,19852,823,22424,64,Unemployed,Single,3
7553,8141,965,11772,645,36145,39,Retired,Single,4
7925,2099,1179,10152,547,27326,23,Unemployed,Single,3
5304,6980,2434,12531,624,28258,47,Unemployed,Single,2
14792,3346,500,5867,766,20795,62,Employed,Married,1
6343,8092,4554,4626,390,5275,45,Retired,Single,2
5056,9361,49,2262,593,46242,34,Retired,Single,3
5808,3387,969,2414,840,10552,53,Unemployed,Married,1
10092,2179,987,10353,823,8275,29,Employed,Married,2
12416,4752,4627,15559,558,16485,67,Employed,Single,4
10226,3335,1115,12312,386,34540,57,Employed,Married,4
3886,3677,3932,5240,457,12969,29,Retired,Married,1
11584,9642,1479,14053,793,47113,53,Unemployed,Single,2
12867,1648,4434,9049,485,8605,57,Unemployed,Married,0
14382,2995,3124,5122,643,35067,46,Employed,Single,0
10720,3244,3567,4993,815,16853,19,Employed,Married,0
5446,3146,1658,18876,808,25757,46,Employed,Single,2
6905,4495,1876,15613,839,45865,47,Retired,Married,2
9474,8143,2051,8211,315,9337,53,Unemployed,Single,2
14530,8878,4376,13515,824,38931,61,Employed,Single,3
6591,5167,2815,8997,499,13134,42,Employed,Single,0
14958,2076,970,16335,483,2839,38,Unemployed,Single,0
13719,6279,207,2175,608,38362,39,Retired,Married,0
5181,9687,259,2405,807,18186,27,Retired,Single,3
14956,4472,4358,19747,580,11190,48,Retired,Married,3
8011,9256,782,7341,457,18702,64,Unemployed,Married,2
8030,5448,504,11156,659,17359,26,Retired,Single,0
3354,8044,1573,15963,558,23502,58,Employed,Single,0
5631,3545,4298,17989,456,33514,56,Retired,Married,4
4521,3127,1759,18941,724,38394,51,Unemployed,Married,4
5672,2988,3794,15779,320,12990,56,Retired,Single,4
14370,5063,3590,18426,646,44218,58,Unemployed,Single,3
5337,3302,4140,778,649,3940,67,Unemployed,Single,2
9968,5091,1401,3159,684,24953,40,Retired,Single,1
3628,5020,788,6395,737,8398,29,Employed,Married,0
10162,7396,3329,1746,755,39226,24,Unemployed,Single,4
5679,9143,2844,5974,845,3052,49,Retired,Single,0
8266,8541,3985,5150,379,45812,36,Unemployed,Married,0
7422,4811,4012,12132,751,7305,39,Retired,Single,0
12630,3805,2092,16804,840,9407,33,Employed,Married,2
10463,9375,2967,10043,788,1785,25,Unemployed,Single,0
12613,3467,1069,18492,822,40747,47,Employed,Single,2
4126,9509,1675,4674,691,2635,68,Employed,Single,1
13875,6962,2612,3996,658,15279,23,Employed,Married,1
4780,8397,4396,9550,332,15272,19,Employed,Single,3
12723,4958,287,2626,435,11491,51,Employed,Married,0
13106,6278,785,490,709,12944,46,Retired,Single,4
12424,5230,2316,9487,828,4109,57,Employed,Single,3
13148,5865,2838,10273,390,13515,59,Retired,Single,3
9571,9047,3637,19755,712,38772,60,Employed,Married,1
11584,1527,2628,13684,598,23140,69,Employed,Single,4
3825,4991,1265,11366,786,8445,37,Unemployed,Single,0
14155,7923,2983,15906,372,34052,20,Retired,Single,0
10276,6801,3015,4989,560,45541,65,Employed,Married,1
5395,7660,70,12021,611,43970,52,Employed,Married,2
7145,2673,4930,3380,464,3413,25,Employed,Single,1
10059,1838,2460,5689,634,19027,68,Retired,Married,4
8492,2341,611,8603,801,8235,29,Retired,Married,2
10111,1793,3523,7473,460,10319,67,Retired,Single,4
12984,8058,3702,1676,689,29048,62,Unemployed,Married,0
14256,3147,2576,7790,370,31372,60,Unemployed,Married,2
9792,6398,190,5282,391,7335,49,Employed,Married,4
12555,6026,1747,19095,660,29354,46,Retired,Married,0
13540,7114,2125,13376,620,28354,62,Retired,Single,4
6551,5301,1628,9431,544,41985,38,Unemployed,Married,2
10711,9780,4984,602,323,44005,20,Employed,Single,0
6628,8876,3372,1937,702,49734,55,Retired,Single,4
14528,2399,2996,6812,672,37705,44,Retired,Single,3
4565,4977,16,1067,585,5807,20,Employed,Single,2
6667,3244,4910,13401,740,15950,18,Unemployed,Married,2
13405,7596,1597,5252,651,7336,63,Unemployed,Married,2
9459,3753,1066,13472,518,7524,37,Retired,Single,0
7096,3133,3139,379,784,18409,24,Employed,Married,2
4019,8501,3451,19566,742,39490,58,Employed,Married,4
10928,8520,2259,5196,517,42898,18,Employed,Single,3
12476,9649,2250,13881,366,37866,27,Retired,Single,4
11254,6201,2773,12119,330,16265,62,Unemployed,Single,4
13722,8235,4204,8737,621,10664,29,Unemployed,Married,2
14584,2513,283,5259,549,29223,21,Unemployed,Single,3
8965,4799,2988,11633,309,30830,24,Unemployed,Single,3
14464,3006,4832,10461,584,14602,27,Unemployed,Married,3
5269,6303,602,2922,452,11517,39,Retired,Single,3
11835,2477,1363,3387,843,17559,42,Retired,Married,1
7721,3317,3352,14553,828,9095,46,Unemployed,Married,3
11408,6401,4075,10062,670,48385,56,Unemployed,Single,2
3195,8298,4586,6959,600,23277,32,Retired,Single,3
6273,1973,800,9947,445,24725,36,Unemployed,Single,4
8110,2067,759,9559,351,20894,56,Unemployed,Single,1
13886,9466,1493,551,703,32178,63,Unemployed,Married,4
10401,3758,4800,133,440,41565,63,Employed,Single,2
6212,9620,3934,6607,387,1950,35,Unemployed,Single,2
5755,5810,814,11103,726,38204,59,Employed,Married,3
4521,3482,4898,10205,383,36512,20,Unemployed,Single,2
8674,2596,372,6599,542,49882,23,Unemployed,Single,1
4080,8110,2998,13372,405,2920,39,Retired,Married,4
8623,5070,2891,5124,654,10876,58,Retired,Single,2
3721,7997,3791,1060,320,22996,63,Retired,Married,2
4562,5146,3319,14048,305,7419,48,Employed,Single,1
3639,3919,2189,18570,520,10160,38,Employed,Single,0
7260,5779,2449,19049,386,32706,25,Unemployed,Married,0
8190,2173,3967,3170,752,39940,18,Employed,Married,1
14979,4302,822,10919,641,39698,20,Retired,Single,2
6736,8812,221,19030,692,4808,46,Employed,Single,1
10746,3869,3937,16979,651,46740,23,Unemployed,Married,1
3089,6030,1387,15583,545,45275,50,Employed,Single,0
14113,2566,3888,4106,412,48424,35,Retired,Single,3
4251,6932,2160,3421,457,38506,59,Unemployed,Single,2
12294,9573,3270,16303,536,23879,66,Employed,Single,4
7703,2187,1925,2278,542,14604,18,Unemployed,Single,1
3348,1568,4693,17548,465,21773,39,Unemployed,Single,0
7052,8274,2951,17001,333,14808,48,Employed,Married,3
5941,1919,4580,13052,554,44465,40,Unemployed,Single,2
11437,8391,3993,450,601,14034,25,Employed,Single,1
3271,7093,2598,9990,519,4884,46,Retired,Single,0
5030,7604,1666,12778,331,34500,61,Retired,Single,1
10836,5392,3081,7372,808,49809,68,Employed,Married,4
14379,1939,3885,1892,781,18965,63,Employed,Single,2
14698,2708,4757,18838,532,32803,36,Unemployed,Single,2
12657,4063,2114,13362,514,21063,66,Employed,Single,2
12387,8966,2752,3808,541,21236,33,Unemployed,Married,2
14279,2753,3168,9476,544,32262,36,Retired,Single,0
14200,4709,1554,18141,319,17707,54,Employed,Single,4
10041,5049,1080,16606,509,37467,39,Retired,Married,1
8175,2114,3934,18749,725,6181,36,Employed,Married,0
12806,4578,87,1609,371,32562,21,Retired,Married,3
4126,4990,2700,1223,477,42321,22,Employed,Married,2
7379,5043,2703,1907,822,19484,22,Employed,Married,2
11708,9602,2959,14978,598,30073,42,Unemployed,Single,1
13857,3400,2418,10943,565,13968,41,Unemployed,Single,2
12493,7180,2422,5810,819,43852,18,Employed,Single,2
11052,8251,4147,12161,794,14280,67,Unemployed,Married,1
3611,7362,1747,14063,574,3754,45,Employed,Married,4
3749,3212,40,4937,352,18856,64,Employed,Single,0
4856,3829,2138,17615,699,44386,38,Retired,Married,4
11591,2694,38,12260,713,32365,36,Unemployed,Married,1
4526,8281,3084,9939,788,16817,40,Unemployed,Married,2
13216,9662,3679,10750,801,30604,31,Retired,Single,2
9229,6406,2151,737,606,2803,23,Employed,Married,4
11511,2878,3937,19363,716,9272,49,Unemployed,Single,3
11527,2249,2090,15935,808,32450,67,Employed,Single,0
5098,6792,208,10143,829,16668,49,Unemployed,Married,2
10865,1800,599,16913,305,40674,25,Unemployed,Single,1
3173,6195,604,12321,721,28117,54,Employed,Married,4
12833,6124,2523,4418,750,22739,39,Employed,Married,0
3500,5337,3709,9396,726,45699,25,Unemployed,Single,3
6646,1777,2156,1986,689,3988,55,Retired,Married,2
9219,5417,213,346,633,8204,27,Retired,Single,4
5363,8807,1576,5825,747,14028,20,Retired,Married,2
13048,3661,2818,1215,637,9516,30,Retired,Single,4
10540,2889,2124,13890,387,32864,56,Retired,Single,3
14344,6232,268,10960,568,36129,47,Employed,Married,1
4896,4968,2408,244,364,33515,21,Unemployed,Single,1
8759,7641,2577,14119,363,17486,62,Retired,Single,0
12910,7469,4778,11243,569,15774,23,Unemployed,Single,2
4778,5316,4257,132,676,38680,33,Employed,Married,2
6057,6537,4560,15556,628,1746,39,Unemployed,Single,2
8190,7494,822,17754,817,15373,44,Employed,Married,1
9997,3951,3635,1087,720,38676,38,Unemployed,Married,0
13905,1524,2595,9839,612,4691,46,Unemployed,Single,1
7747,7462,3953,10083,608,45445,18,Employed,Married,4
12286,4056,3831,13415,488,26823,47,Unemployed,Married,2
3045,9132,2099,10452,341,36832,41,Employed,Single,4
10758,1560,4583,13828,619,2719,30,Unemployed,Married,3
12637,9175,3602,8310,744,22535,47,Unemployed,Married,4
13388,1622,3467,2903,673,28881,43,Retired,Married,4
10053,7116,650,894,585,7026,51,Unemployed,Single,4
6201,2686,1634,1265,470,44496,37,Retired,Married,1
3455,6658,4814,16746,562,15073,68,Retired,Single,4
12854,9364,1167,9965,834,41505,23,Employed,Single,2
5924,5589,4076,8505,441,22836,60,Employed,Single,0
10798,3972,198,18090,447,8184,66,Unemployed,Single,3
3965,8950,1355,7334,739,2789,26,Employed,Married,2
7964,4464,3505,13374,715,31353,54,Retired,Single,0
4528,9604,802,13348,324,27340,54,Unemployed,Married,2
5976,2810,700,15375,393,48343,33,Employed,Married,4
6071,9846,502,2393,604,28933,21,Employed,Single,3
7869,3712,4564,11802,484,32065,49,Employed,Single,2
9387,8292,2413,3694,582,14686,37,Retired,Married,3
5521,9878,4719,17373,454,15351,46,Employed,Single,1
9525,3345,2967,14911,313,30258,48,Unemployed,Single,1
4126,9160,2870,10655,640,34027,62,Unemployed,Single,4
9632,3202,4758,9096,772,19302,34,Unemployed,Married,4
8773,1890,4846,6410,407,22902,58,Retired,Married,1
10716,2154,3467,3397,630,48002,42,Employed,Married,2
6404,7335,1418,13031,839,25559,62,Unemployed,Married,0
7492,5771,1098,910,738,49034,33,Employed,Single,0
5343,4900,3169,18507,683,27362,37,Employed,Married,1
3106,6819,382,18235,459,8252,59,Unemployed,Married,0
13769,8232,3940,14915,731,1099,27,Retired,Married,2
6154,8174,1393,12863,695,4905,69,Unemployed,Married,0
7053,2585,3327,11957,787,16090,65,Unemployed,Married,0
7801,6946,1652,1615,488,36110,40,Retired,Single,1
9139,5876,4271,10582,717,9091,69,Employed,Married,3
8580,3463,4323,9397,642,6024,50,Employed,Single,3
3214,6677,2394,4026,660,12441,60,Retired,Married,2
8400,6072,2038,6869,408,47523,30,Unemployed,Married,3
9875,9043,1985,10871,600,17711,42,Retired,Single,4
7289,1742,1262,18830,667,43311,67,Unemployed,Married,1
7253,8010,1711,3312,554,28387,54,Retired,Single,3
11656,5415,349,8014,615,3289,53,Employed,Married,0
9247,2337,4026,5019,370,12354,41,Retired,Single,3
9177,4823,440,10293,568,12291,23,Retired,Married,1
10269,4453,2808,3216,800,32386,32,Unemployed,Single,0
5372,2932,2562,11222,508,29278,51,Unemployed,Married,0
9834,8354,3152,18908,777,10702,21,Unemployed,Single,1
11783,9155,1384,13603,475,33987,31,Retired,Married,2
13380,9931,287,13340,538,30530,21,Retired,Married,2
9617,9830,2055,10934,741,40175,45,Unemployed,Single,1
8150,1803,997,18345,791,44128,46,Employed,Single,1
12075,3662,2333,4625,398,16405,35,Unemployed,Single,1
11102,7986,1422,8292,628,47359,37,Retired,Single,0
7158,5602,73,9505,625,28762,65,Retired,Married,0
10727,8374,1462,3448,744,4239,58,Unemployed,Single,1
8206,2668,3194,19628,594,41310,49,Unemployed,Single,0
3303,1915,2205,14678,741,13567,25,Retired,Married,4
3333,6743,429,6047,330,21201,60,Retired,Single,1
14025,1649,1471,1214,430,7857,63,Employed,Single,0
7506,8024,3481,9558,826,1067,66,Unemployed,Single,2
5331,7399,3180,7875,737,10863,30,Unemployed,Married,1
7561,2338,4941,13919,625,24609,57,Employed,Single,1
3079,7644,1730,15225,566,33270,63,Retired,Married,1
6763,8966,35,11815,585,3012,60,Retired,Married,3
14023,2820,1020,5479,590,27022,26,Employed,Married,1
8196,3023,1997,172,667,20453,57,Unemployed,Married,2
13169,6734,2760,17270,785,25050,63,Retired,Married,0
3732,7644,3117,16044,467,1290,64,Employed,Married,1
6976,2052,2535,6263,770,40080,50,Employed,Single,4
